iter	Passed	Remaining
1693	4742	51248
1694	4744	51240
1695	4746	51229
1696	4748	51219
1697	4751	51210
1698	4753	51200
1699	4755	51190
1700	4757	51179
1701	4759	51171
1702	4761	51161
1703	4763	51149
1704	4765	51139
1705	4768	51131
1706	4770	51123
1707	4772	51111
1708	4774	51099
1709	4776	51090
1710	4779	51085
1711	4781	51074
1712	4783	51064
1713	4785	51056
1714	4787	51046
1715	4790	51042
1716	4793	51037
1717	4795	51027
1718	4797	51015
1719	4799	51010
1720	4801	50999
1721	4803	50987
1722	4805	50977
1723	4807	50969
1724	4810	50959
1725	4812	50953
1726	4814	50944
1727	4817	50936
1728	4819	50928
1729	4821	50920
1730	4823	50911
1731	4825	50901
1732	4828	50893
1733	4830	50885
1734	4833	50879
1735	4835	50869
1736	4837	50859
1737	4839	50848
1738	4841	50836
1739	4843	50825
1740	4845	50813
1741	4847	50802
1742	4848	50790
1743	4851	50781
1744	4853	50774
1745	4855	50766
1746	4857	50756
1747	4859	50745
1748	4862	50739
1749	4865	50736
1750	4867	50728
1751	4869	50719
1752	4872	50718
1753	4875	50716
1754	4878	50715
1755	4880	50707
1756	4882	50699
1757	4885	50695
1758	4888	50689
1759	4890	50684
1760	4893	50682
1761	4895	50676
1762	4898	50667
1763	4900	50658
1764	4903	50656
1765	4905	50650
1766	4908	50651
1767	4911	50644
1768	4913	50635
1769	4915	50629
1770	4918	50623
1771	4920	50617
1772	4923	50610
1773	4925	50602
1774	4927	50594
1775	4929	50586
1776	4932	50581
1777	4934	50570
1778	4936	50563
1779	4939	50558
1780	4941	50548
1781	4943	50538
1782	4945	50532
1783	4948	50528
1784	4951	50524
1785	4953	50521
1786	4956	50517
1787	4959	50515
1788	4962	50511
1789	4964	50507
1790	4967	50504
1791	4969	50496
1792	4971	50488
1793	4974	50485
1794	4976	50476
1795	4979	50471
1796	4981	50459
1797	4983	50449
1798	4985	50439
1799	4987	50427
1800	4989	50420
1801	4992	50416
1802	4994	50405
1803	4996	50397
1804	4998	50386
1805	5000	50377
1806	5002	50366
1807	5005	50361
1808	5007	50351
1809	5009	50340
1810	5011	50336
1811	5014	50330
1812	5016	50323
1813	5019	50322
1814	5022	50319
1815	5024	50311
1816	5026	50305
1817	5030	50307
1818	5033	50305
1819	5036	50312
1820	5039	50308
1821	5042	50306
1822	5044	50303
1823	5048	50303
1824	5051	50308
1825	5055	50313
1826	5057	50310
1827	5060	50306
1828	5063	50304
1829	5066	50303
1830	5068	50298
1831	5071	50294
1832	5074	50291
1833	5076	50287
1834	5079	50286
1835	5082	50285
1836	5085	50282
1837	5088	50278
1838	5090	50274
1839	5093	50275
1840	5096	50271
1841	5099	50268
1842	5101	50263
1843	5104	50261
1844	5107	50260
1845	5110	50261
1846	5113	50257
1847	5116	50254
1848	5119	50251
1849	5122	50252
1850	5125	50250
1851	5127	50247
1852	5130	50244
1853	5133	50246
1854	5136	50243
1855	5139	50246
1856	5142	50245
1857	5145	50242
1858	5148	50241
1859	5151	50241
1860	5154	50240
1861	5157	50238
1862	5159	50231
1863	5162	50233
1864	5166	50233
1865	5168	50231
1866	5171	50226
1867	5174	50222
1868	5176	50219
1869	5179	50217
1870	5182	50217
1871	5185	50215
1872	5188	50214
1873	5191	50211
1874	5194	50209
1875	5196	50206
1876	5199	50200
1877	5202	50204
1878	5205	50202
1879	5208	50199
1880	5211	50199
1881	5214	50199
1882	5217	50194
1883	5219	50192
1884	5222	50189
1885	5225	50189
1886	5228	50188
1887	5231	50186
1888	5234	50183
1889	5236	50179
1890	5239	50175
1891	5242	50173
1892	5244	50167
1893	5247	50162
1894	5250	50159
1895	5252	50155
1896	5255	50152
1897	5258	50148
1898	5260	50144
1899	5263	50142
1900	5266	50137
1901	5269	50139
1902	5272	50136
1903	5274	50132
1904	5277	50129
1905	5280	50126
1906	5283	50123
1907	5285	50119
1908	5288	50116
1909	5291	50112
1910	5293	50107
1911	5296	50110
1912	5299	50106
1913	5302	50100
1914	5304	50095
1915	5307	50092
1916	5309	50086
1917	5312	50083
1918	5315	50080
1919	5317	50077
1920	5320	50075
1921	5323	50072
1922	5326	50070
1923	5329	50066
1924	5331	50063
1925	5334	50060
1926	5337	50056
1927	5340	50060
1928	5343	50055
1929	5345	50049
1930	5348	50049
1931	5351	50046
1932	5354	50045
1933	5357	50043
1934	5359	50039
1935	5362	50036
1936	5364	50029
1937	5367	50026
1938	5370	50026
1939	5373	50021
1940	5375	50017
1941	5378	50013
1942	5380	50007
1943	5384	50008
1944	5386	50003
1945	5389	50001
1946	5392	49998
1947	5394	49992
1948	5397	49987
1949	5400	49985
1950	5402	49983
1951	5405	49980
1952	5408	49975
1953	5411	49972
1954	5414	49974
1955	5416	49969
1956	5419	49964
1957	5421	49959
1958	5424	49954
1959	5428	49960
1960	5430	49954
1961	5433	49949
1962	5435	49947
1963	5438	49941
1964	5441	49943
1965	5444	49939
1966	5446	49933
1967	5449	49929
1968	5451	49926
1969	5455	49928
1970	5458	49925
1971	5460	49918
1972	5463	49915
1973	5465	49913
1974	5468	49912
1975	5472	49913
1976	5474	49909
1977	5477	49905
1978	5480	49901
1979	5482	49898
1980	5485	49896
1981	5488	49894
1982	5491	49892
1983	5493	49887
1984	5496	49883
1985	5499	49882
1986	5502	49878
1987	5504	49874
1988	5507	49869
1989	5509	49865
1990	5512	49861
1991	5515	49859
1992	5518	49855
1993	5520	49851
1994	5523	49848
1995	5525	49843
1996	5528	49840
1997	5531	49838
1998	5534	49834
1999	5537	49834
2000	5539	49829
2001	5543	49831
2002	5545	49825
2003	5548	49822
2004	5551	49820
2005	5553	49814
2006	5555	49807
2007	5558	49806
2008	5561	49801
2009	5564	49802
2010	5567	49799
2011	5569	49796
2012	5572	49794
2013	5575	49789
2014	5577	49786
2015	5580	49783
2016	5583	49783
2017	5587	49785
2018	5590	49784
2019	5592	49781
2020	5595	49777
2021	5598	49773
2022	5600	49770
2023	5603	49769
2024	5606	49764
2025	5609	49761
2026	5611	49757
2027	5614	49756
2028	5617	49753
2029	5620	49751
2030	5622	49746
2031	5625	49743
2032	5628	49740
2033	5632	49747
2034	5634	49743
2035	5637	49739
2036	5639	49734
2037	5642	49731
2038	5645	49733
2039	5648	49728
2040	5651	49723
2041	5653	49720
2042	5656	49714
2043	5659	49715
2044	5662	49712
2045	5664	49708
2046	5667	49704
2047	5670	49701
2048	5673	49704
2049	5676	49702
2050	5678	49698
2051	5681	49696
2052	5684	49694
2053	5687	49690
2054	5690	49687
2055	5692	49682
2056	5695	49680
2057	5698	49684
2058	5701	49681
2059	5704	49679
2060	5707	49675
2061	5709	49671
2062	5712	49671
2063	5715	49669
2064	5718	49665
2065	5721	49661
2066	5723	49659
2067	5726	49654
2068	5728	49648
2069	5732	49653
2070	5735	49650
2071	5737	49646
2072	5740	49643
2073	5743	49640
2074	5746	49640
2075	5748	49636
2076	5752	49636
2077	5754	49632
2078	5757	49630
2079	5760	49630
2080	5763	49627
2081	5766	49625
2082	5768	49621
2083	5771	49618
2084	5774	49619
2085	5777	49614
2086	5780	49611
2087	5782	49608
2088	5785	49606
2089	5788	49606
2090	5791	49605
2091	5794	49602
2092	5797	49597
2093	5799	49592
2094	5802	49588
2095	5805	49586
2096	5807	49582
2097	5810	49579
2098	5813	49575
2099	5815	49569
2100	5818	49571
2101	5821	49569
2102	5824	49566
2103	5827	49563
2104	5829	49558
2105	5833	49561
2106	5835	49556
2107	5838	49554
2108	5841	49550
2109	5843	49547
2110	5847	49549
2111	5849	49545
2112	5852	49543
2113	5855	49540
2114	5858	49538
2115	5861	49539
2116	5864	49540
2117	5867	49535
2118	5869	49532
2119	5872	49530
2120	5875	49531
2121	5878	49529
2122	5881	49527
2123	5884	49523
2124	5888	49530
2125	5891	49530
2126	5894	49527
2127	5897	49527
2128	5900	49529
2129	5903	49524
2130	5906	49523
2131	5908	49520
2132	5911	49517
2133	5914	49512
2134	5919	49533
2135	5924	49546
2136	5927	49545
2137	5929	49542
2138	5933	49543
2139	5936	49544
2140	5939	49542
2141	5942	49540
2142	5944	49535
2143	5948	49538
2144	5950	49533
2145	5953	49531
2146	5956	49533
2147	5960	49536
2148	5963	49538
2149	5966	49535
2150	5969	49533
2151	5971	49525
2152	5974	49523
2153	5977	49523
2154	5980	49519
2155	5982	49513
2156	5984	49504
2157	5986	49494
2158	5988	49488
2159	5991	49482
2160	5993	49478
2161	5996	49473
2162	5998	49467
2163	6000	49460
2164	6003	49457
2165	6006	49455
2166	6008	49449
2167	6011	49444
2168	6013	49440
2169	6016	49435
2170	6019	49430
2171	6021	49423
2172	6023	49415
2173	6025	49409
2174	6028	49403
2175	6030	49396
2176	6033	49392
2177	6035	49385
2178	6037	49375
2179	6039	49369
2180	6042	49367
2181	6045	49364
2182	6048	49365
2183	6051	49361
2184	6084	49610
2185	6087	49608
2186	6094	49640
2187	6096	49632
2188	6098	49624
2189	6100	49614
2190	6102	49604
2191	6104	49596
2192	6106	49587
2193	6110	49588
2194	6112	49580
2195	6114	49572
2196	6116	49565
2197	6118	49557
2198	6120	49549
2199	6123	49541
2200	6125	49532
2201	6127	49523
2202	6129	49515
2203	6131	49511
2204	6134	49503
2205	6136	49499
2206	6139	49496
2207	6141	49491
2208	6144	49484
2209	6146	49477
2210	6148	49470
2211	6151	49464
2212	6153	49458
2213	6155	49453
2214	6158	49449
2215	6160	49442
2216	6163	49438
2217	6166	49435
2218	6169	49434
2219	6172	49433
2220	6174	49429
2221	6177	49427
2222	6180	49423
2223	6182	49418
2224	6185	49415
2225	6188	49409
2226	6190	49406
2227	6193	49402
2228	6196	49401
2229	6198	49396
2230	6201	49391
2231	6204	49388
2232	6206	49385
2233	6209	49380
2234	6211	49376
2235	6214	49370
2236	6217	49368
2237	6219	49364
2238	6222	49361
2239	6225	49357
2240	6227	49353
2241	6230	49348
2242	6232	49343
2243	6235	49339
2244	6238	49335
2245	6240	49330
2246	6243	49330
2247	6246	49325
2248	6249	49323
2249	6252	49321
2250	6255	49321
2251	6257	49317
2252	6260	49314
2253	6263	49310
2254	6266	49308
2255	6268	49305
2256	6271	49301
2257	6274	49297
2258	6276	49293
2259	6280	49298
2260	6283	49296
2261	6286	49294
2262	6288	49290
2263	6291	49287
2264	6294	49287
2265	6297	49284
2266	6300	49285
2267	6303	49281
2268	6305	49277
2269	6308	49276
2270	6311	49272
2271	6314	49270
2272	6317	49268
2273	6320	49267
2274	6322	49262
2275	6325	49262
2276	6328	49258
2277	6331	49256
2278	6334	49254
2279	6336	49250
2280	6339	49249
2281	6343	49250
2282	6346	49251
2283	6349	49247
2284	6352	49246
2285	6355	49245
2286	6358	49247
2287	6361	49244
2288	6364	49242
2289	6366	49239
2290	6369	49236
2291	6372	49236
2292	6375	49232
2293	6378	49230
2294	6381	49227
2295	6384	49228
2296	6387	49228
2297	6390	49226
2298	6392	49220
2299	6395	49217
2300	6399	49222
2301	6402	49220
2302	6404	49216
2303	6407	49214
2304	6410	49209
2305	6413	49211
2306	6417	49215
2307	6420	49215
2308	6423	49213
2309	6426	49216
2310	6430	49219
2311	6433	49217
2312	6436	49215
2313	6438	49211
2314	6441	49208
2315	6444	49207
2316	6447	49204
2317	6450	49201
2318	6452	49198
2319	6455	49199
2320	6459	49199
2321	6462	49198
2322	6464	49194
2323	6468	49199
2324	6471	49197
2325	6474	49198
2326	6477	49194
2327	6480	49191
2328	6483	49189
2329	6486	49188
2330	6489	49189
2331	6492	49185
2332	6494	49183
2333	6497	49182
2334	6501	49183
2335	6503	49180
2336	6507	49181
2337	6510	49179
2338	6512	49174
2339	6514	49167
2340	6517	49161
2341	6519	49156
2342	6521	49148
2343	6523	49140
2344	6526	49134
2345	6528	49128
2346	6530	49120
2347	6533	49116
2348	6535	49109
2349	6537	49102
2350	6540	49096
2351	6542	49092
2352	6544	49085
2353	6547	49078
2354	6549	49071
2355	6551	49066
2356	6554	49061
2357	6557	49059
2358	6559	49056
2359	6562	49054
2360	6565	49050
2361	6568	49047
2362	6571	49047
2363	6574	49047
2364	6577	49042
2365	6580	49041
2366	6582	49037
2367	6585	49038
2368	6588	49036
2369	6591	49032
2370	6594	49030
2371	6596	49026
2372	6600	49029
2373	6603	49028
2374	6606	49026
2375	6609	49022
2376	6612	49022
2377	6616	49032
2378	6619	49033
2379	6622	49029
2380	6625	49028
2381	6629	49035
2382	6633	49039
2383	6637	49045
2384	6641	49050
2385	6646	49064
2386	6649	49065
2387	6652	49064
2388	6655	49062
2389	6658	49063
2390	6662	49063
2391	6670	49103
2392	6673	49104
2393	6677	49110
2394	6680	49108
2395	6683	49105
2396	6686	49102
2397	6689	49103
2398	6692	49104
2399	6695	49101
2400	6698	49097
2401	6700	49093
2402	6704	49096
2403	6707	49097
2404	6710	49095
2405	6713	49091
2406	6716	49088
2407	6719	49089
2408	6722	49089
2409	6725	49090
2410	6728	49088
2411	6732	49092
2412	6735	49092
2413	6738	49089
2414	6740	49084
2415	6744	49084
2416	6747	49084
2417	6750	49083
2418	6752	49078
2419	6755	49075
2420	6758	49071
2421	6761	49075
2422	6764	49072
2423	6767	49068
2424	6769	49064
2425	6772	49061
2426	6778	49081
2427	6781	49082
2428	6785	49082
2429	6789	49088
2430	6792	49089
2431	6795	49090
2432	6798	49089
2433	6802	49091
2434	6805	49089
2435	6808	49087
2436	6811	49086
2437	6815	49097
2438	6819	49104
2439	6822	49099
2440	6824	49093
2441	6828	49093
2442	6831	49095
2443	6834	49091
2444	6836	49086
2445	6839	49083
2446	6843	49087
2447	6845	49080
2448	6847	49073
2449	6849	49066
2450	6851	49058
2451	6853	49050
2452	6856	49046
2453	6858	49040
2454	6861	49037
2455	6863	49031
2456	6866	49024
2457	6868	49017
2458	6870	49009
2459	6872	49002
2460	6874	48994
2461	6877	48989
2462	6879	48981
2463	6881	48978
2464	6884	48975
2465	6887	48974
2466	6890	48973
2467	6893	48968
2468	6896	48967
2469	6899	48969
2470	6902	48965
2471	6906	48974
2472	6909	48968
2473	6911	48960
2474	6913	48956
2475	6916	48952
2476	6919	48949
2477	6922	48947
2478	6924	48943
2479	6927	48940
2480	6930	48941
2481	6933	48935
2482	6936	48936
2483	6938	48930
2484	6941	48924
2485	6944	48926
2486	6946	48918
2487	6949	48917
2488	6952	48916
2489	6955	48909
2490	6957	48904
2491	6960	48899
2492	6964	48909
2493	6966	48901
2494	6968	48891
2495	6970	48885
2496	6973	48880
2497	6975	48876
2498	6979	48878
2499	6981	48871
2500	6984	48865
2501	6986	48858
2502	6988	48855
2503	6991	48850
2504	6994	48846
2505	6996	48840
2506	6998	48832
2507	7000	48824
2508	7002	48816
2509	7005	48812
2510	7007	48808
2511	7009	48801
2512	7012	48794
2513	7013	48784
2514	7016	48779
2515	7018	48772
2516	7020	48765
2517	7023	48760
2518	7025	48755
2519	7027	48748
2520	7030	48745
2521	7033	48742
2522	7035	48735
2523	7037	48727
2524	7040	48722
2525	7042	48715
2526	7044	48708
2527	7046	48702
2528	7048	48695
2529	7051	48689
2530	7054	48687
2531	7057	48691
2532	7060	48687
2533	7063	48686
2534	7067	48689
2535	7070	48688
2536	7073	48686
2537	7076	48685
2538	7079	48685
2539	7082	48686
2540	7085	48683
2541	7088	48681
2542	7091	48679
2543	7094	48681
2544	7097	48680
2545	7100	48677
2546	7103	48673
2547	7105	48669
2548	7109	48670
2549	7111	48667
2550	7114	48665
2551	7117	48661
2552	7120	48658
2553	7123	48657
2554	7125	48654
2555	7128	48651
2556	7131	48648
2557	7134	48646
2558	7137	48646
2559	7140	48645
2560	7143	48642
2561	7146	48640
2562	7149	48638
2563	7152	48640
2564	7155	48638
2565	7158	48636
2566	7161	48633
2567	7164	48631
2568	7167	48632
2569	7170	48632
2570	7174	48638
2571	7178	48641
2572	7181	48642
2573	7184	48636
2574	7186	48630
2575	7188	48622
2576	7190	48615
2577	7192	48609
2578	7195	48605
2579	7197	48598
2580	7199	48591
2581	7201	48583
2582	7204	48577
2583	7206	48568
2584	7209	48568
2585	7211	48563
2586	7213	48556
2587	7216	48549
2588	7218	48546
2589	7221	48540
2590	7224	48540
2591	7226	48535
2592	7229	48530
2593	7231	48523
2594	7233	48516
2595	7235	48510
2596	7238	48506
2597	7240	48498
2598	7242	48492
2599	7245	48488
2600	7247	48481
2601	7249	48474
2602	7252	48469
2603	7254	48463
2604	7256	48457
2605	7258	48450
2606	7260	48441
2607	7263	48435
2608	7265	48429
2609	7268	48426
2610	7270	48418
2611	7272	48409
2612	7274	48401
2613	7276	48394
2614	7278	48387
2615	7280	48382
2616	7283	48377
2617	7285	48372
2618	7287	48366
2619	7289	48357
2620	7292	48351
2621	7294	48345
2622	7297	48342
2623	7299	48335
2624	7301	48327
2625	7303	48320
2626	7305	48314
2627	7307	48307
2628	7310	48306
2629	7313	48300
2630	7315	48294
2631	7317	48285
2632	7319	48279
2633	7321	48271
2634	7324	48271
2635	7326	48263
2636	7328	48255
2637	7330	48246
2638	7332	48238
2639	7335	48234
2640	7338	48235
2641	7341	48236
2642	7344	48233
2643	7347	48228
2644	7350	48226
2645	7353	48226
2646	7355	48223
2647	7358	48219
2648	7361	48215
2649	7363	48212
2650	7366	48206
2651	7369	48204
2652	7371	48196
2653	7373	48189
2654	7375	48183
2655	7377	48178
2656	7380	48172
2657	7382	48169
2658	7385	48165
2659	7387	48158
2660	7390	48154
2661	7393	48153
2662	7396	48156
2663	7399	48149
2664	7401	48145
2665	7404	48141
2666	7406	48135
2667	7409	48132
2668	7411	48127
2669	7414	48122
2670	7416	48118
2671	7419	48112
2672	7421	48106
2673	7423	48100
2674	7425	48094
2675	7428	48089
2676	7430	48081
2677	7432	48075
2678	7434	48069
2679	7436	48062
2680	7439	48057
2681	7441	48053
2682	7444	48051
2683	7447	48047
2684	7450	48044
2685	7452	48040
2686	7455	48040
2687	7458	48038
2688	7461	48036
2689	7464	48032
2690	7467	48029
2691	7470	48030
2692	7473	48027
2693	7475	48024
2694	7478	48023
2695	7481	48020
2696	7484	48019
2697	7487	48016
2698	7490	48013
2699	7492	48009
2700	7495	48007
2701	7499	48011
2702	7502	48009
2703	7505	48007
2704	7508	48004
2705	7511	48003
2706	7514	48004
2707	7517	48001
2708	7519	47997
2709	7522	47994
2710	7525	47994
2711	7528	47991
2712	7531	47988
2713	7533	47985
2714	7536	47982
2715	7539	47982
2716	7542	47981
2717	7545	47976
2718	7548	47972
2719	7550	47970
2720	7553	47967
2721	7557	47969
2722	7559	47966
2723	7562	47961
2724	7565	47958
2725	7567	47955
2726	7571	47955
2727	7573	47952
2728	7576	47950
2729	7579	47949
2730	7582	47946
2731	7585	47947
2732	7588	47943
2733	7591	47939
2734	7594	47941
2735	7597	47938
2736	7600	47938
2737	7603	47934
2738	7605	47929
2739	7608	47926
2740	7610	47922
2741	7613	47919
2742	7616	47916
2743	7619	47913
2744	7621	47907
2745	7623	47904
2746	7626	47899
2747	7629	47899
2748	7632	47899
2749	7635	47894
2750	7638	47891
2751	7640	47889
2752	7644	47889
2753	7647	47888
2754	7650	47886
2755	7652	47883
2756	7655	47879
2757	7658	47878
2758	7661	47876
2759	7664	47872
2760	7667	47871
2761	7669	47868
2762	7673	47869
2763	7675	47865
2764	7678	47863
2765	7681	47862
2766	7684	47857
2767	7687	47859
2768	7690	47855
2769	7693	47853
2770	7696	47852
2771	7699	47849
2772	7702	47850
2773	7705	47847
2774	7708	47847
2775	7711	47843
2776	7715	47849
2777	7717	47846
2778	7720	47842
2779	7723	47840
2780	7726	47841
2781	7730	47845
2782	7733	47845
2783	7737	47846
2784	7740	47849
2785	7744	47850
2786	7747	47848
2787	7750	47848
2788	7753	47844
2789	7755	47841
2790	7759	47844
2791	7762	47842
2792	7764	47837
2793	7767	47833
2794	7770	47829
2795	7772	47824
2796	7774	47817
2797	7776	47811
2798	7778	47804
2799	7781	47797
2800	7783	47795
2801	7786	47789
2802	7788	47781
2803	7790	47775
2804	7792	47768
2805	7794	47762
2806	7796	47754
2807	7798	47746
2808	7801	47742
2809	7803	47734
2810	7805	47727
2811	7807	47721
2812	7809	47715
2813	7812	47711
2814	7814	47705
2815	7816	47698
2816	7818	47691
2817	7820	47683
2818	7822	47675
2819	7824	47671
2820	7827	47664
2821	7829	47659
2822	7831	47652
2823	7833	47645
2824	7835	47639
2825	7838	47634
2826	7840	47629
2827	7842	47623
2828	7845	47616
2829	7846	47608
2830	7849	47601
2831	7851	47594
2832	7853	47587
2833	7855	47581
2834	7858	47581
2835	7862	47583
2836	7865	47581
2837	7868	47580
2838	7870	47578
2839	7874	47577
2840	7877	47576
2841	7879	47573
2842	7882	47569
2843	7885	47567
2844	7889	47570
2845	7891	47566
2846	7894	47564
2847	7897	47560
2848	7900	47560
2849	7903	47562
2850	7906	47561
2851	7909	47558
2852	7912	47556
2853	7915	47555
2854	7919	47556
2855	7921	47553
2856	7924	47551
2857	7927	47548
2858	7930	47546
2859	7933	47544
2860	7935	47540
2861	7939	47540
2862	7942	47538
2863	7944	47535
2864	7947	47529
2865	7949	47526
2866	7952	47521
2867	7954	47517
2868	7957	47514
2869	7959	47509
2870	7962	47505
2871	7964	47500
2872	7967	47497
2873	7970	47498
2874	7973	47496
2875	7975	47489
2876	7978	47484
2877	7980	47477
2878	7982	47470
2879	7984	47464
2880	7987	47459
2881	7989	47454
2882	7991	47449
2883	7994	47443
2884	7996	47439
2885	7998	47433
2886	8001	47428
2887	8003	47421
2888	8005	47416
2889	8007	47410
2890	8024	47490
2891	8026	47483
2892	8028	47476
2893	8031	47472
2894	8033	47466
2895	8035	47460
2896	8038	47456
2897	8040	47449
2898	8042	47443
2899	8044	47436
2900	8047	47433
2901	8049	47425
2902	8051	47421
2903	8053	47413
2904	8055	47405
2905	8057	47399
2906	8061	47399
2907	8063	47392
2908	8065	47387
2909	8067	47381
2910	8069	47373
2911	8072	47367
2912	8074	47361
2913	8076	47356
2914	8078	47350
2915	8080	47342
2916	8082	47336
2917	8084	47329
2918	8086	47322
2919	8089	47318
2920	8092	47314
2921	8094	47309
2922	8096	47302
2923	8098	47294
2924	8100	47288
2925	8103	47285
2926	8105	47279
2927	8107	47272
2928	8109	47264
2929	8111	47257
2930	8113	47250
2931	8116	47247
2932	8118	47243
2933	8121	47237
2934	8123	47230
2935	8125	47223
2936	8127	47216
2937	8129	47209
2938	8131	47204
2939	8133	47197
2940	8136	47192
2941	8138	47188
2942	8141	47184
2943	8143	47181
2944	8147	47180
2945	8149	47177
2946	8152	47175
2947	8155	47175
2948	8158	47174
2949	8161	47173
2950	8164	47169
2951	8167	47165
2952	8169	47161
2953	8172	47159
2954	8175	47159
2955	8178	47156
2956	8181	47154
2957	8183	47149
2958	8186	47147
2959	8189	47143
2960	8192	47140
2961	8194	47137
2962	8197	47136
2963	8200	47131
2964	8203	47129
2965	8206	47127
2966	8208	47124
2967	8211	47122
2968	8214	47119
2969	8216	47114
2970	8219	47112
2971	8222	47109
2972	8225	47107
2973	8227	47104
2974	8230	47100
2975	8233	47100
2976	8236	47096
2977	8240	47099
2978	8245	47111
2979	8249	47118
2980	8254	47124
2981	8259	47138
2982	8264	47146
2983	8270	47161
2984	8275	47171
2985	8279	47178
2986	8285	47191
2987	8289	47197
2988	8294	47206
2989	8300	47223
2990	8306	47234
2991	8312	47253
2992	8318	47265
2993	8322	47272
2994	8340	47357
2995	8346	47370
2996	8351	47383
2997	8357	47398
2998	8362	47407
2999	8368	47419
3000	8374	47435
3001	8378	47443
3002	8384	47453
3003	8390	47472
3004	8395	47480
3005	8399	47487
3006	8404	47493
3007	8407	47495
3008	8410	47492
3009	8413	47488
3010	8416	47488
3011	8419	47486
3012	8421	47480
3013	8423	47473
3014	8425	47465
3015	8427	47458
3016	8430	47453
3017	8433	47453
3018	8435	47448
3019	8437	47442
3020	8440	47439
3021	8443	47437
3022	8446	47435
3023	8448	47428
3024	8450	47421
3025	8453	47416
3026	8455	47411
3027	8458	47408
3028	8461	47406
3029	8463	47401
3030	8466	47397
3031	8468	47393
3032	8471	47391
3033	8475	47394
3034	8478	47392
3035	8480	47388
3036	8483	47384
3037	8486	47383
3038	8489	47383
3039	8492	47381
3040	8495	47378
3041	8498	47377
3042	8501	47372
3043	8503	47368
3044	8506	47363
3045	8508	47359
3046	8511	47356
3047	8514	47352
3048	8517	47351
3049	8519	47347
3050	8522	47344
3051	8525	47342
3052	8528	47340
3053	8531	47338
3054	8533	47333
3055	8536	47329
3056	8539	47329
3057	8542	47325
3058	8544	47321
3059	8547	47319
3060	8550	47314
3061	8553	47312
3062	8555	47310
3063	8558	47306
3064	8562	47307
3065	8565	47307
3066	8568	47305
3067	8570	47302
3068	8573	47297
3069	8576	47297
3070	8579	47293
3071	8581	47290
3072	8584	47287
3073	8587	47282
3074	8590	47281
3075	8593	47279
3076	8595	47275
3077	8598	47273
3078	8601	47270
3079	8604	47269
3080	8608	47271
3081	8611	47268
3082	8614	47267
3083	8616	47264
3084	8620	47265
3085	8623	47266
3086	8627	47266
3087	8629	47261
3088	8634	47268
3089	8637	47269
3090	8640	47269
3091	8643	47263
3092	8645	47258
3093	8648	47257
3094	8651	47252
3095	8653	47245
3096	8655	47241
3097	8657	47234
3098	8661	47236
3099	8663	47229
3100	8665	47222
3101	8667	47216
3102	8669	47209
3103	8672	47206
3104	8674	47202
3105	8677	47195
3106	8679	47189
3107	8681	47183
3108	8683	47177
3109	8686	47173
3110	8688	47167
3111	8690	47163
3112	8692	47156
3113	8695	47150
3114	8697	47143
3115	8699	47139
3116	8702	47137
3117	8705	47133
3118	8707	47127
3119	8709	47121
3120	8712	47118
3121	8714	47111
3122	8716	47105
3123	8719	47100
3124	8720	47093
3125	8723	47087
3126	8725	47079
3127	8727	47075
3128	8730	47072
3129	8732	47067
3130	8734	47060
3131	8737	47054
3132	8739	47049
3133	8741	47042
3134	8743	47034
3135	8744	47026
3136	8747	47024
3137	8750	47020
3138	8753	47017
3139	8755	47012
3140	8758	47008
3141	8761	47008
3142	8763	47002
3143	8766	46998
3144	8768	46990
3145	8770	46985
3146	8772	46979
3147	8775	46976
3148	8777	46972
3149	8780	46968
3150	8783	46965
3151	8785	46959
3152	8787	46953
3153	8790	46951
3154	8792	46946
3155	8795	46941
3156	8797	46937
3157	8800	46933
3158	8803	46931
3159	8806	46932
3160	8809	46927
3161	8811	46924
3162	8814	46920
3163	8817	46918
3164	8820	46918
3165	8823	46915
3166	8826	46912
3167	8828	46907
3168	8831	46904
3169	8834	46905
3170	8837	46900
3171	8839	46897
3172	8842	46893
3173	8845	46890
3174	8848	46889
3175	8850	46885
3176	8853	46881
3177	8856	46877
3178	8858	46873
3179	8861	46868
3180	8863	46862
3181	8865	46857
3182	8867	46851
3183	8870	46846
3184	8872	46842
3185	8875	46838
3186	8877	46835
3187	8880	46832
3188	8883	46828
3189	8885	46825
3190	8889	46825
3191	8892	46825
3192	8895	46821
3193	8897	46818
3194	8900	46815
3195	8902	46810
3196	8905	46807
3197	8908	46804
3198	8911	46801
3199	8913	46798
3200	8916	46794
3201	8919	46792
3202	8922	46790
3203	8924	46786
3204	8927	46783
3205	8930	46778
3206	8933	46780
3207	8936	46778
3208	8939	46775
3209	8942	46774
3210	8945	46772
3211	8948	46769
3212	8951	46767
3213	8954	46766
3214	8957	46764
3215	8959	46760
3216	8963	46760
3217	8966	46758
3218	8969	46760
3219	8972	46756
3220	8974	46752
3221	8978	46755
3222	8981	46753
3223	8984	46750
3224	8987	46748
3225	8990	46746
3226	8993	46745
3227	8996	46744
3228	8999	46740
3229	9001	46737
3230	9005	46736
3231	9008	46735
3232	9011	46735
3233	9014	46734
3234	9017	46732
3235	9021	46737
3236	9024	46732
3237	9026	46728
3238	9029	46723
3239	9031	46717
3240	9033	46713
3241	9036	46709
3242	9038	46704
3243	9040	46698
3244	9042	46690
3245	9044	46684
3246	9047	46679
