iter	MAE
427	73.51860696
428	73.49632825
429	73.46893623
430	73.44842982
431	73.42089643
432	73.38547326
433	73.35294475
434	73.32193675
435	73.28974764
436	73.25421896
437	73.22457317
438	73.19787326
439	73.16023502
440	73.11937716
441	73.0880173
442	73.04726351
443	72.99531213
444	72.96680476
445	72.944309
446	72.91726928
447	72.90204895
448	72.87966369
449	72.84762917
450	72.82126814
451	72.79654314
452	72.75579799
453	72.7086127
454	72.68252031
455	72.64978555
456	72.6267654
457	72.5899585
458	72.56073929
459	72.54797335
460	72.51873846
461	72.47842336
462	72.44066618
463	72.40897089
464	72.37989644
465	72.32631869
466	72.31293976
467	72.28728536
468	72.27388786
469	72.25681269
470	72.22805431
471	72.20133391
472	72.16233884
473	72.14421465
474	72.11018734
475	72.09357654
476	72.05839252
477	72.01950317
478	71.98614426
479	71.94192976
480	71.91996045
481	71.89341523
482	71.8510904
483	71.82831145
484	71.81288177
485	71.79545245
486	71.77864866
487	71.74461228
488	71.72327115
489	71.70627658
490	71.69085174
491	71.6725264
492	71.64204816
493	71.61325091
494	71.59898166
495	71.57812629
496	71.5430491
497	71.52169254
498	71.49071845
499	71.47114184
500	71.45243383
501	71.41469528
502	71.38993801
503	71.33893083
504	71.29189774
505	71.26124956
506	71.23373818
507	71.2131568
508	71.19235071
509	71.17296868
510	71.15316993
511	71.13732662
512	71.10949846
513	71.08503956
514	71.06410646
515	71.03837189
516	71.00977883
517	70.98966404
518	70.96602508
519	70.9486593
520	70.92731438
521	70.9074124
522	70.88355978
523	70.85787184
524	70.83970945
525	70.81166523
526	70.78438264
527	70.77622305
528	70.75335766
529	70.73546466
530	70.7068767
531	70.69423663
532	70.66875537
533	70.64714787
534	70.6332081
535	70.61228222
536	70.59309813
537	70.56647143
538	70.53930173
539	70.52151905
540	70.49266963
541	70.45756392
542	70.43949405
543	70.41163407
544	70.38759824
545	70.36442943
546	70.34555617
547	70.32476056
548	70.30591596
549	70.29261273
550	70.27312469
551	70.26116371
552	70.24114011
553	70.21759472
554	70.20285383
555	70.18243807
556	70.17037867
557	70.14650088
558	70.12433317
559	70.09119564
560	70.07441629
561	70.06083214
562	70.03561584
563	69.99563825
564	69.96762301
565	69.94456701
566	69.91138354
567	69.90310233
568	69.87568932
569	69.85485408
570	69.83104641
571	69.80777383
572	69.7863639
573	69.76682615
574	69.74011912
575	69.72989063
576	69.71019678
577	69.69580762
578	69.68464256
579	69.66867638
580	69.64505117
581	69.62265154
582	69.60619804
583	69.59245557
584	69.56403151
585	69.54745953
586	69.51792104
587	69.50440409
588	69.47969663
589	69.45305151
590	69.43696795
591	69.41932624
592	69.39181207
593	69.37321598
594	69.35058905
595	69.33096494
596	69.30474568
597	69.28792868
598	69.25092609
599	69.22000035
600	69.20551015
601	69.16678061
602	69.15575626
603	69.12967485
604	69.11535515
605	69.10024906
606	69.0737274
607	69.05068404
608	69.02242835
609	68.99610097
610	68.97154273
611	68.93893104
612	68.91309816
613	68.89890742
614	68.88425085
615	68.859309
616	68.8519737
617	68.8423132
618	68.82705795
619	68.79696561
620	68.77336932
621	68.74633825
622	68.72537181
623	68.70347955
624	68.66744307
625	68.63192561
626	68.61133471
627	68.6018966
628	68.58521195
629	68.56357413
630	68.54008583
631	68.52621118
632	68.5082056
633	68.49201215
634	68.46978504
635	68.45472114
636	68.4338031
637	68.4153164
638	68.39864157
639	68.3843181
640	68.3658361
641	68.34714385
642	68.31923826
643	68.30085141
644	68.27155736
645	68.25635711
646	68.2379302
647	68.20695463
648	68.18251219
649	68.16221756
650	68.15111519
651	68.13435881
652	68.11970225
653	68.11222123
654	68.09504306
655	68.0811889
656	68.07025567
657	68.04349424
658	68.02177728
659	67.99356967
660	67.97840442
661	67.96203352
662	67.9544911
663	67.94370312
664	67.93636168
665	67.91900776
666	67.89979482
667	67.88332222
668	67.87407613
669	67.85251255
670	67.83560394
671	67.81905689
672	67.8018983
673	67.77804694
674	67.75699228
675	67.72314751
676	67.71198407
677	67.70171306
678	67.6887133
679	67.67374467
680	67.64967041
681	67.63278095
682	67.62134096
683	67.60807631
684	67.59486614
685	67.58117859
686	67.56723188
687	67.54771581
688	67.52529244
689	67.50625184
690	67.47506369
691	67.4654644
692	67.45511404
693	67.44500762
694	67.43040761
695	67.41835543
696	67.40570688
697	67.38756548
698	67.36922934
699	67.35349318
700	67.33919687
701	67.32183424
702	67.30068444
703	67.28394898
704	67.27303272
705	67.25909612
706	67.2432723
707	67.22662656
708	67.20750063
709	67.18253027
710	67.16839139
711	67.15141154
712	67.13192372
713	67.11582193
714	67.10232333
715	67.08692129
716	67.07243359
717	67.04439955
718	67.02814652
719	67.00896101
720	66.99882082
721	66.98414191
722	66.96813513
723	66.95248917
724	66.94040049
725	66.92541165
726	66.9152079
727	66.89942056
728	66.88484784
729	66.86005513
730	66.8394939
731	66.82282626
732	66.79343544
733	66.77289716
734	66.76264123
735	66.75041997
736	66.73615384
737	66.72795472
738	66.70689158
739	66.6778045
740	66.66544559
741	66.64621767
742	66.63112167
743	66.62198926
744	66.6111577
745	66.59210554
746	66.58195732
747	66.56908743
748	66.55570299
749	66.53658465
750	66.51791364
751	66.50888056
752	66.49397482
753	66.48177323
754	66.45875829
755	66.44098775
756	66.42873084
757	66.40808773
758	66.39414907
759	66.37245018
760	66.35724738
761	66.34826272
762	66.33590458
763	66.31733762
764	66.29865968
765	66.28251954
766	66.24952024
767	66.2326778
768	66.20782509
769	66.19681232
770	66.18044538
771	66.16909737
772	66.156989
773	66.14892329
774	66.13590135
775	66.11580469
776	66.10005507
777	66.0836179
778	66.0718393
779	66.04806891
780	66.0189815
781	65.99983787
782	65.97708955
783	65.95918308
784	65.94649445
785	65.9358049
786	65.91781204
787	65.89142542
788	65.87180969
789	65.85718878
790	65.83944158
791	65.81450669
792	65.79866606
793	65.78159892
794	65.76354201
795	65.75007125
796	65.73818931
797	65.7192096
798	65.70672211
799	65.68953205
800	65.66957394
801	65.66384703
802	65.64778994
803	65.63067427
804	65.62147608
805	65.60774793
806	65.59111349
807	65.57478913
808	65.56343897
809	65.54465226
810	65.52037295
811	65.50940253
812	65.50039582
813	65.48145965
814	65.46987557
815	65.45778995
816	65.43763789
817	65.41987104
818	65.4038249
819	65.39414973
820	65.37637169
821	65.35314396
822	65.33842399
823	65.32478224
824	65.30051029
825	65.28902074
826	65.27023723
827	65.25239491
828	65.24354528
829	65.22530626
830	65.21132855
831	65.18683018
832	65.16628626
833	65.15362926
834	65.1302404
835	65.11689255
836	65.10485733
837	65.08902363
838	65.06294282
839	65.04302023
840	65.01208792
841	64.99244652
842	64.98362732
843	64.96883442
844	64.95299302
845	64.93645326
846	64.92456823
847	64.90248424
848	64.87621603
849	64.8580649
850	64.82841002
851	64.80508739
852	64.77976885
853	64.75969654
854	64.74761974
855	64.73626712
856	64.71844794
857	64.69703126
858	64.67586026
859	64.66352048
860	64.64279772
861	64.6237944
862	64.61265114
863	64.59099198
864	64.57118
865	64.56258411
866	64.53748833
867	64.52519937
868	64.50547736
869	64.4852231
870	64.4680063
871	64.45650242
872	64.43251717
873	64.42642093
874	64.41546609
875	64.40019914
876	64.3860964
877	64.37645887
878	64.36416468
879	64.3476483
880	64.33243859
881	64.31798214
882	64.2963825
883	64.27073338
884	64.26434674
885	64.24835336
886	64.22575449
887	64.19876001
888	64.18539152
889	64.17261956
890	64.16214138
891	64.15200335
892	64.13209915
893	64.12181412
894	64.10625486
895	64.0857573
896	64.0667231
897	64.05873101
898	64.04796869
899	64.03752006
900	64.02326888
901	64.00057096
902	63.98546559
903	63.97454322
904	63.96178426
905	63.94669919
906	63.93558252
907	63.92294601
908	63.91215906
909	63.89432672
910	63.88256273
911	63.86741233
912	63.84985493
913	63.83703823
914	63.82567702
915	63.80783858
916	63.78908727
917	63.77291568
918	63.75350625
919	63.74200356
920	63.7259354
921	63.71065747
922	63.69150449
923	63.67983461
924	63.66098654
925	63.64729083
926	63.62763762
927	63.61323149
928	63.59345445
929	63.5769228
930	63.56930678
931	63.5596739
932	63.54503923
933	63.52450828
934	63.5131707
935	63.49831099
936	63.48846792
937	63.46758405
938	63.46035273
939	63.44731213
940	63.43961758
941	63.42960686
942	63.42021284
943	63.39776169
944	63.39066391
945	63.36748285
946	63.35051229
947	63.34074097
948	63.3315954
949	63.31364331
950	63.29341206
951	63.28476907
952	63.2704794
953	63.25624371
954	63.2445184
955	63.23161635
956	63.21915584
957	63.21052452
958	63.20046868
959	63.18578146
960	63.17584253
961	63.15913947
962	63.14410086
963	63.13225849
964	63.11624275
965	63.08514907
966	63.05741374
967	63.0484432
968	63.02933143
969	63.01878292
970	63.00831117
971	63.00079103
972	62.99026505
973	62.96971826
974	62.95810535
975	62.94441259
976	62.9360846
977	62.91969851
978	62.90759939
979	62.89026449
980	62.87437737
981	62.86652288
982	62.85150361
983	62.83350242
984	62.81399506
985	62.80327621
986	62.79052506
987	62.7714006
988	62.75220903
989	62.73672412
990	62.72557477
991	62.71503281
992	62.70008856
993	62.68330061
994	62.67352857
995	62.65758152
996	62.64366679
997	62.63065398
998	62.62092706
999	62.60397865
1000	62.59523349
1001	62.57964778
1002	62.57093708
1003	62.56002361
1004	62.55083583
1005	62.53192675
1006	62.51457707
1007	62.50611268
1008	62.49817483
1009	62.48591797
1010	62.47421797
1011	62.46373537
1012	62.44670518
1013	62.43756433
1014	62.42420518
1015	62.41924383
1016	62.40698633
1017	62.39023292
1018	62.37969171
1019	62.36745255
1020	62.34733433
1021	62.33892551
1022	62.33135686
1023	62.32362777
1024	62.31015345
1025	62.30419598
1026	62.28901111
1027	62.27276339
1028	62.26265646
1029	62.24829055
1030	62.24130203
1031	62.2232502
1032	62.21254226
1033	62.20296049
1034	62.19010465
1035	62.17715599
1036	62.14985511
1037	62.14440619
1038	62.13412829
1039	62.12228467
1040	62.11127524
1041	62.1001874
1042	62.08972645
1043	62.0775516
1044	62.05294406
1045	62.03207068
1046	62.0144398
1047	62.00509479
1048	61.99453787
1049	61.98729473
1050	61.9707673
1051	61.956559
1052	61.94272956
1053	61.92953661
1054	61.92282309
1055	61.91537553
1056	61.90665734
1057	61.89431882
1058	61.8832742
1059	61.87283478
1060	61.86462651
1061	61.85607351
1062	61.8486142
1063	61.83586299
1064	61.82862681
1065	61.81091152
1066	61.80315291
1067	61.78772903
1068	61.78061369
1069	61.77002596
1070	61.76486435
1071	61.75005465
1072	61.73658904
1073	61.72222834
1074	61.70993285
1075	61.70266985
1076	61.69128804
1077	61.67902011
1078	61.65864499
1079	61.64835317
1080	61.64031014
1081	61.62853856
1082	61.62146056
1083	61.60600671
1084	61.59761585
1085	61.57589994
1086	61.56490796
1087	61.54699622
1088	61.53192941
1089	61.52137385
1090	61.50755849
1091	61.49165871
1092	61.47769369
1093	61.46633185
1094	61.45134601
1095	61.43436867
1096	61.42322981
1097	61.40706522
1098	61.39477525
1099	61.38302257
1100	61.36726793
1101	61.3529235
1102	61.34594854
1103	61.33681136
1104	61.32596339
1105	61.30823667
1106	61.29905611
1107	61.28365058
1108	61.27254022
1109	61.26383268
1110	61.25051757
1111	61.24314399
1112	61.23457298
1113	61.21694372
1114	61.20284343
1115	61.19504614
1116	61.1872222
1117	61.17885074
1118	61.16070561
1119	61.14581152
1120	61.13075968
1121	61.10427494
1122	61.09084018
1123	61.07163075
1124	61.06217125
1125	61.04931687
1126	61.03726706
1127	61.02083229
1128	61.00994624
1129	60.99935663
1130	60.97971679
1131	60.96554523
1132	60.95676644
1133	60.94857057
1134	60.9359842
1135	60.92312488
1136	60.91584727
1137	60.90440574
1138	60.88622464
1139	60.87686515
1140	60.86902038
1141	60.8624469
1142	60.84910219
1143	60.83805904
1144	60.8173253
1145	60.80893439
1146	60.79424636
1147	60.78006064
1148	60.76691713
1149	60.75063274
1150	60.74039277
1151	60.73248713
1152	60.71251598
1153	60.69839219
1154	60.68074119
1155	60.67316183
1156	60.66091062
1157	60.63678747
1158	60.62712801
1159	60.61693154
1160	60.60512518
1161	60.5864538
1162	60.5735736
1163	60.55412598
1164	60.53909522
1165	60.52403959
1166	60.51164
1167	60.49751084
1168	60.4878009
1169	60.47124353
1170	60.46331129
1171	60.45031702
1172	60.4394179
1173	60.42593118
1174	60.40972063
1175	60.38980224
1176	60.37963363
1177	60.36672468
1178	60.3553787
1179	60.34183339
1180	60.33458234
1181	60.31557618
1182	60.30784536
1183	60.29720784
1184	60.28463797
1185	60.27243447
1186	60.26319029
1187	60.25407372
1188	60.23915065
1189	60.23186224
1190	60.21996422
1191	60.21094739
1192	60.19767444
1193	60.18947147
1194	60.17507264
1195	60.15842808
1196	60.15134909
1197	60.13459065
1198	60.12463539
1199	60.10744243
1200	60.09615514
1201	60.08545447
1202	60.07124606
1203	60.06040112
1204	60.04321675
1205	60.03188382
1206	60.01729948
1207	60.00850875
1208	60.00075103
1209	59.98550682
1210	59.96630641
1211	59.95627643
1212	59.95065593
1213	59.93863125
1214	59.92269241
1215	59.91162485
1216	59.90591464
1217	59.89770202
1218	59.88935194
1219	59.87533621
1220	59.87285582
1221	59.85837546
1222	59.85083476
1223	59.83877508
1224	59.83155586
1225	59.8191973
1226	59.80363873
1227	59.79628924
1228	59.78852978
1229	59.77489161
1230	59.76538862
1231	59.74767191
1232	59.74235111
1233	59.73269183
1234	59.71916367
1235	59.71042297
1236	59.69991393
1237	59.69215387
1238	59.68096071
1239	59.66756349
1240	59.65839123
1241	59.6368062
1242	59.62929427
1243	59.6188053
1244	59.6070038
1245	59.5900925
1246	59.5723053
1247	59.56291736
1248	59.55333366
1249	59.54469795
1250	59.52866192
1251	59.52018636
1252	59.50474597
1253	59.4941753
1254	59.48949336
1255	59.47726012
1256	59.46324069
1257	59.45282712
1258	59.44097645
1259	59.43023185
1260	59.41424079
1261	59.40580409
1262	59.3936961
1263	59.38087094
1264	59.36924227
1265	59.35907715
1266	59.3453798
1267	59.32726443
1268	59.31818167
1269	59.31256703
1270	59.30082008
1271	59.28710141
1272	59.28194132
1273	59.27378551
1274	59.26364214
1275	59.26010368
1276	59.24850314
1277	59.23235297
1278	59.22394839
1279	59.2126563
1280	59.19465464
1281	59.18151396
1282	59.17514201
1283	59.16157165
1284	59.1532204
1285	59.13989864
1286	59.13211474
1287	59.12100303
1288	59.11506871
1289	59.10886422
1290	59.1022927
1291	59.09944046
1292	59.090534
1293	59.07921904
1294	59.06724287
1295	59.05790084
1296	59.03924982
1297	59.02500083
1298	59.01833699
1299	59.0060856
1300	58.99280407
1301	58.97568901
1302	58.96384271
1303	58.95148446
1304	58.94166455
1305	58.93045034
1306	58.91954131
1307	58.91180994
1308	58.90200501
1309	58.89109378
1310	58.87727527
1311	58.86630227
1312	58.8578748
1313	58.8461331
1314	58.83756356
1315	58.83001699
1316	58.81882922
1317	58.80901622
1318	58.79667501
1319	58.78665414
1320	58.77302882
1321	58.76727613
1322	58.75525006
1323	58.74588161
1324	58.73095115
1325	58.71979252
1326	58.71106496
1327	58.69371871
1328	58.67746891
1329	58.66183436
1330	58.65220196
1331	58.64136074
1332	58.62718451
1333	58.61925996
1334	58.61207867
1335	58.60595952
1336	58.59305886
1337	58.58406128
1338	58.57596977
1339	58.56991768
1340	58.56098126
1341	58.55391783
1342	58.54563316
1343	58.53828623
1344	58.5312463
1345	58.52304756
1346	58.51518454
1347	58.50629114
1348	58.49716547
1349	58.49124112
1350	58.47791783
1351	58.46780999
1352	58.45958765
1353	58.45426336
1354	58.43597188
1355	58.43031421
1356	58.41432674
1357	58.39816203
1358	58.39209548
1359	58.37940698
1360	58.37506124
1361	58.36744562
1362	58.35861891
1363	58.34983581
1364	58.3376838
1365	58.32894577
1366	58.31772602
1367	58.30906674
1368	58.29694491
1369	58.29178186
1370	58.28464982
1371	58.27698868
1372	58.26883489
1373	58.26202118
1374	58.24512542
1375	58.23999792
1376	58.22506028
1377	58.21354964
1378	58.20593774
1379	58.19909257
1380	58.18964084
1381	58.18223094
1382	58.16563908
1383	58.15151726
1384	58.14401704
1385	58.13541781
1386	58.12883471
1387	58.12267824
1388	58.10876491
1389	58.0931019
1390	58.08163884
1391	58.07598288
1392	58.06832453
1393	58.05261499
1394	58.04920846
1395	58.03982331
1396	58.03121765
1397	58.02206305
1398	58.01884747
1399	58.00455947
1400	57.99849911
1401	57.98630605
1402	57.9786361
1403	57.97316677
1404	57.96264747
1405	57.95224184
1406	57.94445369
1407	57.93443239
1408	57.92350355
1409	57.91590295
1410	57.90758252
1411	57.89864592
1412	57.89534582
1413	57.88426477
1414	57.87515849
1415	57.86109526
1416	57.8478213
1417	57.84352326
1418	57.8386892
1419	57.8287858
1420	57.82322154
1421	57.81186807
1422	57.80426693
1423	57.79053919
1424	57.78320891
1425	57.77547283
1426	57.76652038
1427	57.75776371
1428	57.75245031
1429	57.74628083
1430	57.73848172
1431	57.72725079
1432	57.72282542
1433	57.71121565
1434	57.7061272
1435	57.69872516
1436	57.68776993
1437	57.68227949
1438	57.67406218
1439	57.65971382
1440	57.65232072
1441	57.64307344
1442	57.63591656
1443	57.63021485
1444	57.62231295
1445	57.61115558
1446	57.60146683
1447	57.59117606
1448	57.57963826
1449	57.57536749
1450	57.57113753
1451	57.55918178
1452	57.55013607
1453	57.54525679
1454	57.53167693
1455	57.52025275
1456	57.50900572
1457	57.49900356
1458	57.49235087
1459	57.48657633
1460	57.47663066
1461	57.4708607
1462	57.45948156
1463	57.45199434
1464	57.44715158
1465	57.4405557
1466	57.43154641
1467	57.42440669
1468	57.41692154
1469	57.41064669
1470	57.39623197
1471	57.39032934
1472	57.37915853
1473	57.37249512
1474	57.36764623
1475	57.36147372
1476	57.34393537
1477	57.33536812
1478	57.32745625
1479	57.31569566
1480	57.30426286
1481	57.30210315
1482	57.29970753
1483	57.29197585
1484	57.28648805
1485	57.27941346
1486	57.27026525
1487	57.26423046
1488	57.2505339
1489	57.24484184
1490	57.23675104
1491	57.22394512
1492	57.21047691
1493	57.20176411
1494	57.19252153
1495	57.18301423
1496	57.17778187
1497	57.17239877
1498	57.16806348
1499	57.16079113
1500	57.15219222
1501	57.14391545
1502	57.13401166
1503	57.12269191
1504	57.11133751
1505	57.10156044
1506	57.09464351
1507	57.08487134
1508	57.07667931
1509	57.06882393
1510	57.06500386
1511	57.05345201
1512	57.04940708
1513	57.035593
1514	57.03240986
1515	57.02280856
1516	57.02055371
1517	57.01104147
1518	57.00589964
1519	57.0005207
1520	56.98777497
1521	56.97994646
1522	56.97515728
1523	56.96385691
1524	56.95658829
1525	56.95191088
1526	56.94248204
1527	56.93686176
1528	56.93354094
1529	56.92338738
1530	56.91224878
1531	56.90886788
1532	56.89759322
1533	56.88588432
1534	56.88207586
1535	56.87121123
1536	56.86171964
1537	56.85598518
1538	56.85216882
1539	56.8386119
1540	56.82955742
1541	56.82029524
1542	56.81450402
1543	56.80115349
1544	56.79362026
1545	56.78296965
1546	56.77412757
1547	56.76429601
1548	56.76067316
1549	56.75696226
1550	56.75029574
1551	56.74518907
1552	56.73961119
1553	56.73116461
1554	56.71757194
1555	56.70505389
1556	56.70201446
1557	56.69489008
1558	56.68414148
1559	56.67383643
1560	56.66226775
1561	56.65829102
1562	56.6480531
1563	56.64452991
1564	56.63930467
1565	56.63519466
1566	56.63332662
1567	56.62377716
1568	56.62073105
1569	56.61010989
1570	56.60029095
1571	56.59314873
1572	56.58409139
1573	56.57869507
1574	56.57036485
1575	56.56708206
1576	56.56267509
1577	56.55335338
1578	56.54830842
1579	56.54600488
1580	56.53931716
1581	56.53222701
1582	56.52595797
1583	56.51614084
1584	56.50635785
1585	56.49923791
1586	56.48788782
1587	56.48312209
1588	56.47201267
1589	56.46134575
1590	56.45064316
1591	56.4435939
1592	56.44184328
1593	56.43420305
1594	56.42768203
1595	56.4137962
1596	56.40438557
1597	56.39663855
1598	56.38562473
1599	56.37855912
1600	56.37474348
1601	56.36554475
1602	56.35302834
1603	56.34538451
1604	56.33979873
1605	56.33382611
1606	56.32596303
1607	56.32282338
1608	56.31146257
1609	56.30720333
1610	56.30521853
1611	56.30133932
1612	56.29136946
1613	56.28842943
1614	56.28343575
1615	56.28071116
1616	56.27350566
1617	56.26833403
1618	56.26238501
1619	56.25595222
1620	56.25183645
1621	56.23874464
1622	56.23080938
1623	56.21951152
1624	56.20851684
1625	56.20483341
1626	56.19386914
1627	56.18522006
1628	56.18057674
1629	56.17477484
1630	56.16381335
1631	56.15621254
1632	56.1477377
1633	56.14049334
1634	56.13269233
1635	56.12881425
1636	56.11948086
1637	56.1137937
1638	56.10983137
1639	56.1077709
1640	56.10070049
1641	56.09105121
1642	56.08318304
1643	56.08052168
1644	56.06527584
1645	56.0559029
1646	56.04660051
1647	56.04271603
1648	56.03582444
1649	56.03496698
1650	56.02951763
1651	56.01962945
1652	56.01321374
1653	56.00771261
1654	56.00631737
1655	55.9989164
1656	55.99532725
1657	55.98304034
1658	55.98032928
1659	55.97183172
1660	55.96761002
1661	55.9581896
1662	55.94612489
1663	55.93842261
1664	55.93229055
1665	55.91833094
1666	55.90604827
